path,name,description
https://github.com/t-sutter/RPr-Chicago-Greenspaces/blob/main/results/tables/tractsAccess.csv, Table 1: Access to Parks and Forest by Majority Groups in Chicago, Access to Parks and Forest by Majority Groups in Chicago
